,Wi-iPSC-1,Wi-iPSC-2,Wi-iPSC-3,H11-iPSC-1,H11-iPSC-2,H11-iPSC-3
ENSG00000127483,2163,1442,2070,2201,1681,1405
ENSG00000075151,2931,1534,2245,2925,2121,2674
ENSG00000251914,0,0,0,0,0,0
ENSG00000221808,0,0,0,0,0,0
ENSG00000233072,0,0,0,0,0,0
ENSG00000236073,0,0,0,0,0,0
ENSG00000235112,0,0,0,3,0,0
ENSG00000117298,2046,1187,1529,2712,2022,2277
ENSG00000236936,0,0,0,0,0,0
ENSG00000231105,2,3,4,2,3,2
ENSG00000236216,0,1,0,0,0,0
ENSG00000228823,0,0,0,0,0,0
ENSG00000236009,0,0,0,0,0,0
ENSG00000227001,11,7,21,4,5,11
ENSG00000187952,13,4,1,2,4,5
ENSG00000186543,4,1,0,2,0,0
ENSG00000142794,153,46,143,129,83,109
ENSG00000176378,0,0,0,0,0,0
ENSG00000162551,9361,6440,4463,7522,6945,5564
ENSG00000233431,0,0,0,0,1,0
ENSG00000076864,434,243,262,353,321,296
ENSG00000090686,2669,1378,2278,1976,1808,2101
ENSG00000231978,0,0,0,0,0,0
ENSG00000187942,23,29,28,48,43,19
ENSG00000142798,2562,697,2400,4536,1178,1991
ENSG00000232037,0,1,1,0,0,0
ENSG00000283234,0,0,0,0,0,0
ENSG00000219073,0,0,0,0,0,0
ENSG00000273610,0,0,0,0,0,0
ENSG00000201919,0,0,0,0,0,0
ENSG00000142789,0,0,0,2,0,0
ENSG00000278124,0,0,0,0,0,0
ENSG00000201273,0,0,0,0,0,0
ENSG00000228397,0,0,3,0,1,1
ENSG00000218510,290,344,396,361,498,303
ENSG00000070831,6211,4669,3818,4288,5114,4041
ENSG00000230068,0,0,2,0,0,0
ENSG00000271428,0,0,0,1,0,0
ENSG00000271840,1,1,0,1,0,0
ENSG00000162552,428,203,22,158,75,25
ENSG00000266564,0,0,0,0,0,0
ENSG00000234397,0,0,0,0,0,0
ENSG00000279625,0,1,0,0,0,0
ENSG00000184677,403,212,333,454,341,509
ENSG00000237200,1,0,0,1,0,0
ENSG00000070886,197,178,109,188,195,101
ENSG00000276835,0,0,0,0,0,0
ENSG00000173372,1,0,0,0,0,0
ENSG00000159189,0,0,0,0,0,0
ENSG00000173369,2,0,0,0,0,0
ENSG00000133216,1321,718,546,986,818,856
ENSG00000265422,0,0,0,0,0,0
ENSG00000225952,0,0,0,0,0,0
ENSG00000264014,0,0,0,0,0,0
ENSG00000215906,1,0,0,1,0,0
ENSG00000227868,0,0,0,3,1,0
ENSG00000004487,10434,6172,6710,7978,8428,8446
ENSG00000240553,0,0,0,0,0,0
ENSG00000263793,0,0,0,0,0,0
ENSG00000266802,0,0,1,0,0,0
ENSG00000169641,3377,1230,1869,2083,1685,2095
ENSG00000229010,0,1,0,0,0,1
ENSG00000206935,0,0,0,0,0,0
ENSG00000252578,0,0,0,1,0,0
ENSG00000179546,648,335,225,241,149,112
ENSG00000215381,0,0,0,0,0,0
ENSG00000261326,13,12,48,39,13,10
ENSG00000125944,8285,4998,5385,5482,6129,5983
ENSG00000125945,37,19,46,60,77,59
ENSG00000249087,6,13,21,22,3,6
ENSG00000201405,0,0,0,0,0,0
ENSG00000271420,0,0,0,0,0,0
ENSG00000204219,4,2,7,5,5,1
ENSG00000232482,0,0,0,0,0,0
ENSG00000088280,1291,797,957,1149,984,1066
ENSG00000007968,228,219,197,232,259,173
ENSG00000235052,0,5,11,7,7,5
ENSG00000117318,2411,4302,2232,3840,4620,3143
ENSG00000197880,0,1,1,1,2,0
ENSG00000229239,0,0,0,0,0,0
ENSG00000142676,26397,22710,16106,18461,22345,17492
ENSG00000011007,1916,1002,1369,1431,1452,1880
ENSG00000236810,32,22,27,38,38,26
ENSG00000057757,2043,1804,1193,1637,1905,1471
ENSG00000011009,3124,3268,2337,3094,4550,3922
ENSG00000117308,549,490,348,554,636,572
ENSG00000117305,651,436,293,371,373,225
ENSG00000179163,384,276,217,249,318,200
ENSG00000188822,0,0,0,0,0,0
ENSG00000229106,0,0,0,0,0,0
ENSG00000232557,0,0,0,0,0,0
ENSG00000264926,0,0,0,0,0,0
ENSG00000230228,0,0,0,0,0,0
ENSG00000189266,3066,1980,2353,2167,2347,2633
ENSG00000188529,5310,3316,3720,3932,3860,3460
ENSG00000215905,1,2,0,0,0,0
ENSG00000225315,0,0,0,0,0,2
ENSG00000142661,10,7,10,19,10,8
ENSG00000230703,0,0,0,0,0,0
ENSG00000142677,8,9,13,10,12,14
ENSG00000185436,437,342,304,435,502,444
ENSG00000230023,0,0,0,0,0,0
ENSG00000232298,0,0,1,0,0,0
ENSG00000158055,69,18,38,38,32,29
ENSG00000001460,369,280,207,303,355,201
ENSG00000001461,334,249,297,360,374,367
ENSG00000117602,876,630,533,748,818,804
ENSG00000264443,0,0,0,0,0,1
ENSG00000184454,15,12,12,20,23,13
ENSG00000227312,0,0,0,0,0,0
ENSG00000239106,0,0,0,0,0,0
ENSG00000133226,4628,3590,4176,4563,4893,3045
ENSG00000169504,15499,8147,9074,10357,9706,9268
ENSG00000238482,0,0,0,0,0,0
ENSG00000020633,14,38,47,55,67,36
ENSG00000278034,0,0,0,0,0,0
ENSG00000229162,1,0,0,1,0,0
ENSG00000261025,0,0,1,0,0,0
ENSG00000264371,0,0,0,0,0,0
ENSG00000233755,0,0,0,0,0,0
ENSG00000233419,0,0,0,0,0,0
ENSG00000231953,0,0,0,0,0,0
ENSG00000117614,1188,829,672,729,855,848
ENSG00000117616,184,130,586,479,301,226
ENSG00000272432,5,7,4,6,8,3
ENSG00000261349,9,3,20,10,0,1
ENSG00000187010,20,13,8,20,9,9
ENSG00000224183,1,5,7,5,3,3
ENSG00000259984,1,0,0,2,0,1
ENSG00000183726,2813,2248,1628,2398,2558,1953
ENSG00000188672,3,3,3,2,1,0
ENSG00000238084,1,3,6,5,0,5
ENSG00000204178,509,416,381,490,573,610
ENSG00000157978,557,429,407,478,529,471
ENSG00000225643,6,1,6,3,3,1
ENSG00000117643,471,351,342,467,398,318
ENSG00000233478,3,3,1,0,4,2
ENSG00000162430,5535,3447,3574,5106,4066,3502
ENSG00000255054,0,0,0,0,0,0
ENSG00000228172,6,1,5,10,2,2
ENSG00000117640,601,461,380,517,541,407
ENSG00000272478,0,0,0,0,0,0
ENSG00000127423,605,560,379,439,577,405
ENSG00000236528,0,0,3,1,0,0
ENSG00000182749,212,195,199,244,262,189
ENSG00000207302,0,0,0,0,0,0
ENSG00000117632,12476,12486,6855,8956,11152,7510
ENSG00000229786,0,0,1,0,0,0
ENSG00000223624,0,0,0,0,0,0
ENSG00000158006,393,269,256,283,315,299
ENSG00000207237,0,0,0,0,0,0
ENSG00000252190,0,0,0,0,0,0
ENSG00000252691,0,0,0,0,0,0
ENSG00000158008,50,44,20,60,33,21
ENSG00000158014,45,16,5,1,2,0
ENSG00000158022,0,0,0,0,0,0
ENSG00000175087,149,91,75,118,87,71
ENSG00000197245,28,24,8,12,11,14
ENSG00000282872,2,0,2,0,0,0
ENSG00000236782,20,9,11,8,14,4
ENSG00000142684,36,35,30,21,33,16
ENSG00000142675,373,263,295,312,246,239
ENSG00000188782,9,6,5,14,9,1
ENSG00000236155,29,65,49,68,71,43
ENSG00000278572,0,0,0,0,0,0
ENSG00000130695,1198,624,930,1108,935,909
ENSG00000270733,0,1,2,2,1,2
ENSG00000142669,1939,2148,929,1220,1845,1261
ENSG00000158062,224,214,166,269,198,166
ENSG00000169442,21,19,14,10,19,10
ENSG00000176092,465,291,297,475,415,433
ENSG00000225854,0,0,2,1,0,0
ENSG00000176083,0,0,0,0,0,0
ENSG00000131914,53108,38763,26825,39032,46883,39205
ENSG00000117682,1223,748,696,1092,1019,932
ENSG00000223583,2,2,2,3,1,0
ENSG00000225891,1,4,1,1,4,0
ENSG00000198830,9536,5476,4396,5740,5384,5208
ENSG00000224129,0,0,0,0,0,0
ENSG00000117676,1657,1140,1435,1671,1901,1843
ENSG00000238705,0,0,0,0,0,0
ENSG00000243905,0,0,0,2,0,0
ENSG00000252802,0,0,0,0,0,0
ENSG00000252429,0,0,0,0,0,0
ENSG00000229247,0,0,0,0,0,0
ENSG00000238316,0,0,0,0,0,0
ENSG00000235069,0,0,0,0,0,0
ENSG00000260063,9,7,9,5,2,6
ENSG00000117713,5755,2904,2827,3794,2776,3587
ENSG00000060642,284,272,246,370,341,247
ENSG00000241188,0,0,1,0,0,0
ENSG00000204160,1351,985,838,1321,1359,1272
ENSG00000175793,67,83,107,97,167,160
ENSG00000226698,0,0,0,0,0,0
ENSG00000142751,646,488,484,600,679,646
ENSG00000198746,593,332,257,414,373,478
ENSG00000090273,5687,4541,3816,5048,6564,6353
ENSG00000131910,0,0,0,3,0,1
ENSG00000175707,561,471,326,427,608,412
ENSG00000172746,0,4,1,1,3,0
ENSG00000224064,0,1,1,1,0,0
ENSG00000225294,2,3,1,0,0,0
ENSG00000253368,1292,1617,606,1365,1460,1358
ENSG00000158246,5441,3953,2316,3350,3636,3586
ENSG00000280403,20,38,19,16,27,12
ENSG00000090020,793,661,732,957,908,850
ENSG00000229985,0,0,0,0,0,0
ENSG00000214973,2,2,1,4,3,3
ENSG00000225159,43,45,25,29,39,21
ENSG00000225990,0,0,1,0,0,0
ENSG00000224311,0,0,0,0,0,0
ENSG00000142784,1131,869,720,1091,1057,934
ENSG00000252098,0,1,0,0,0,0
ENSG00000243659,0,0,0,0,0,1
ENSG00000186501,857,874,405,669,804,718
ENSG00000206888,0,0,1,0,0,0
ENSG00000241547,2,6,1,1,1,5
ENSG00000142765,245,180,337,307,237,113
ENSG00000142733,305,176,173,263,193,144
ENSG00000142748,1,2,8,6,1,1
ENSG00000174950,8,23,59,49,44,28
ENSG00000231207,0,0,1,0,0,0
ENSG00000181773,115,199,248,291,482,340
ENSG00000158195,3561,2480,2838,2988,3055,2978
ENSG00000241169,0,0,0,0,0,0
ENSG00000237429,0,0,2,1,0,0
ENSG00000126705,1035,418,640,867,649,765
ENSG00000000938,6,8,6,6,4,0
ENSG00000235912,4,15,6,10,12,11
ENSG00000233975,0,0,0,0,0,0
ENSG00000126709,222,188,109,169,144,126
ENSG00000225886,0,2,0,1,2,0
ENSG00000206767,0,0,0,0,0,0
ENSG00000226662,0,0,0,0,0,0
ENSG00000207095,0,0,0,0,0,0
ENSG00000009780,339,276,270,323,338,216
ENSG00000231344,0,0,1,2,8,3
ENSG00000230833,0,0,0,0,1,0
ENSG00000117758,466,281,325,457,375,356
ENSG00000269971,0,0,0,0,0,0
ENSG00000270031,0,0,0,0,0,2
ENSG00000223062,0,0,0,0,0,0
ENSG00000117751,1828,1157,914,1102,1270,1169
ENSG00000252947,0,0,0,1,0,1
ENSG00000278868,0,0,0,0,0,0
ENSG00000130775,323,191,247,315,344,297
ENSG00000117748,2386,1616,1178,1385,1454,1188
ENSG00000130768,1495,1119,748,1147,1295,1105
ENSG00000227050,0,1,0,2,0,0
ENSG00000158156,606,510,454,587,792,636
ENSG00000158161,844,500,601,797,852,921
ENSG00000238231,0,1,3,2,2,1
ENSG00000240750,0,0,0,1,0,0
ENSG00000228589,15,17,11,17,20,10
ENSG00000228943,0,0,0,0,0,0
ENSG00000214812,0,0,0,0,0,0
ENSG00000253005,0,0,0,0,0,0
ENSG00000169403,71,54,172,150,113,115
ENSG00000126698,4561,3649,2900,3226,3890,3445
ENSG00000130770,2517,2498,1775,1877,2315,1955
ENSG00000270605,9,18,76,50,29,12
ENSG00000271398,0,0,0,2,0,1
ENSG00000130766,2115,1913,1198,1482,1756,1417
ENSG00000130772,404,317,337,331,448,321
ENSG00000204138,1629,1314,1432,1379,1690,1464
ENSG00000206779,0,0,0,0,0,0
ENSG00000229820,1,1,1,0,2,0
ENSG00000221216,0,2,0,0,0,0
ENSG00000180198,3659,2151,2195,2472,2555,3193
ENSG00000242125,638,838,1619,1243,1129,794
ENSG00000274266,0,0,0,0,0,0
ENSG00000200087,11,7,45,28,14,11
ENSG00000231468,6,1,2,3,2,2
ENSG00000279443,8,24,9,15,15,14
ENSG00000180098,725,481,293,422,434,401
ENSG00000197989,200,218,399,453,218,303
ENSG00000221539,4,10,8,8,5,5
ENSG00000278274,0,0,0,0,0,0
ENSG00000273544,0,0,0,0,0,0
ENSG00000274582,0,0,0,0,0,0
ENSG00000280498,0,0,0,0,0,0
ENSG00000120656,639,554,462,497,581,478
ENSG00000188060,170,205,158,235,245,261
ENSG00000229388,3,1,2,2,0,1
ENSG00000270103,0,0,0,0,0,0
ENSG00000274978,1,0,1,2,0,0
ENSG00000162419,798,619,511,581,738,745
ENSG00000252777,0,0,0,0,0,1
ENSG00000198492,5518,3216,2927,3600,3731,3747
ENSG00000116329,31,46,69,70,38,47
ENSG00000233427,0,0,1,1,0,0
ENSG00000199756,0,0,0,0,0,0
ENSG00000159023,3271,1396,1711,1984,1797,2010
ENSG00000225616,5,4,2,2,4,4
ENSG00000206704,0,0,0,0,0,0
ENSG00000277958,0,0,0,0,0,0
ENSG00000253304,378,323,471,1047,1087,1178
ENSG00000225750,0,0,1,0,2,0
ENSG00000116350,3653,2341,2988,2834,3296,3343
ENSG00000277916,0,0,0,0,0,0
ENSG00000116353,743,689,459,636,688,541
ENSG00000237934,1,0,2,2,0,3
ENSG00000060656,2018,1118,1684,2866,2027,2080
ENSG00000230523,0,0,1,0,0,0
ENSG00000225011,0,0,0,0,0,0
ENSG00000228176,0,0,0,0,0,0
ENSG00000270927,0,0,0,0,0,0
ENSG00000233399,0,0,1,0,1,0
ENSG00000233372,0,0,0,0,0,0
ENSG00000231251,0,0,0,0,1,0
ENSG00000236335,0,0,0,0,0,0
ENSG00000231949,0,0,0,0,0,0
ENSG00000162510,3,2,8,3,1,7
ENSG00000186056,1,1,10,3,0,0
ENSG00000162511,4,7,15,11,26,21
ENSG00000264773,0,0,0,0,0,0
ENSG00000229607,0,0,0,0,0,0
ENSG00000223382,1,0,0,1,0,2
ENSG00000222784,0,0,0,0,0,0
ENSG00000235143,0,0,0,0,0,0
ENSG00000162512,1705,1132,1255,1803,1302,1330
ENSG00000266210,0,0,0,0,0,0
ENSG00000134644,3886,1700,2638,2944,2709,2827
ENSG00000237329,0,0,0,0,0,0
ENSG00000232768,0,0,0,0,0,0
ENSG00000215900,0,0,0,0,0,0
ENSG00000225142,2,0,0,1,0,2
ENSG00000084628,1970,1854,1200,1826,2332,1826
ENSG00000060688,3011,1872,1661,1995,2142,1905
ENSG00000229447,2,3,5,5,2,5
ENSG00000121766,1403,1260,1100,1077,1378,1083
ENSG00000229044,0,0,2,0,0,0
ENSG00000121769,467,389,216,268,308,342
ENSG00000168528,1078,1358,740,1068,1361,952
ENSG00000215899,1,2,0,0,1,0
ENSG00000206981,0,0,0,0,0,0
ENSG00000260386,0,0,1,0,0,0
ENSG00000265961,0,0,0,0,0,0
ENSG00000229167,0,0,4,0,0,0
ENSG00000142910,134,202,221,316,379,280
ENSG00000121764,3,10,0,5,1,2
ENSG00000162517,994,971,618,1032,1145,869
ENSG00000235790,7,13,22,52,107,103
ENSG00000264078,2,2,3,2,4,6
ENSG00000084636,261,104,127,222,131,114
ENSG00000121753,944,586,887,1003,846,870
ENSG00000266580,0,0,0,0,0,0
ENSG00000254545,0,0,1,0,0,0
ENSG00000134668,62,36,45,40,35,15
ENSG00000203620,0,1,1,1,0,0
ENSG00000269967,0,1,3,1,1,0
ENSG00000184007,4606,4117,3599,4349,5358,4600
ENSG00000228634,0,1,0,0,0,0
ENSG00000121774,14133,8855,8206,10382,11751,10424
ENSG00000203325,0,0,0,4,0,1
ENSG00000121775,544,510,292,486,524,439
ENSG00000266203,0,1,0,0,0,0
ENSG00000276493,0,0,0,0,0,0
ENSG00000025800,3054,2827,2740,3053,4449,3301
ENSG00000250135,0,0,0,0,0,0
ENSG00000084652,1742,1227,1304,1484,1590,1611
ENSG00000160050,414,414,237,282,331,225
ENSG00000224066,2,2,2,3,2,0
ENSG00000160051,151,99,102,102,66,64
ENSG00000222046,0,0,0,5,0,2
ENSG00000160055,95,86,100,160,108,116
ENSG00000084623,5762,4439,4143,4511,5499,4887
ENSG00000220785,175,115,196,168,110,101
ENSG00000183615,11,24,52,41,20,8
ENSG00000182866,1431,1760,1329,1664,2304,1766
ENSG00000277617,0,0,0,0,0,0
ENSG00000252450,0,0,0,0,0,0
ENSG00000116478,4752,3052,2465,3513,3297,3203
ENSG00000175130,16166,15958,8015,12406,16950,14714
ENSG00000233775,0,0,1,2,0,0
ENSG00000162526,1,0,14,10,5,1
ENSG00000225828,22,26,57,58,36,25
ENSG00000160058,1108,636,780,873,959,986
ENSG00000224333,0,1,0,0,0,0
ENSG00000270850,0,0,0,0,0,0
ENSG00000229259,5,4,6,3,3,5
ENSG00000263529,0,0,0,0,0,0
ENSG00000254553,4,1,3,1,4,6
ENSG00000273274,140,115,203,157,149,142
ENSG00000160062,408,347,350,291,342,226
ENSG00000176261,682,679,503,576,626,428
ENSG00000200591,0,0,0,0,0,1
ENSG00000162521,8448,5512,4971,5929,6345,5413
ENSG00000162520,1,0,1,0,0,2
ENSG00000224409,0,0,2,3,0,0
ENSG00000162522,3272,1469,1947,2371,2078,2140
ENSG00000134684,8036,5190,4919,6363,6615,6712
ENSG00000116497,1179,744,921,1072,990,990
ENSG00000160097,102,41,41,49,50,33
ENSG00000121905,9,43,22,26,23,15
ENSG00000121900,582,457,246,281,287,136
ENSG00000116514,475,270,552,459,527,576
ENSG00000278966,0,0,0,0,2,0
ENSG00000217644,0,0,0,0,0,0
ENSG00000239670,0,1,0,0,0,0
ENSG00000236065,0,0,0,2,0,0
ENSG00000004455,2587,1904,1710,1997,1871,1814
ENSG00000276645,0,0,0,0,0,0
ENSG00000142920,13,15,28,23,27,21
ENSG00000278997,3,2,6,2,6,1
ENSG00000116525,257,203,272,274,261,311
ENSG00000279179,2,4,5,10,3,7
ENSG00000160094,956,778,535,753,678,516
ENSG00000270115,0,1,3,0,0,0
ENSG00000184389,0,0,0,0,0,0
ENSG00000225313,0,0,2,8,0,0
ENSG00000134686,1324,530,301,523,455,335
ENSG00000222112,0,0,1,0,0,0
ENSG00000233246,0,0,0,0,0,0
ENSG00000234512,0,0,0,0,0,0
ENSG00000121903,100,34,50,52,33,36
ENSG00000235907,3,1,3,1,0,0
ENSG00000121904,359,145,315,326,229,338
ENSG00000227000,0,0,0,0,1,0
ENSG00000176256,0,0,0,0,0,0
ENSG00000231163,0,1,0,0,0,0
ENSG00000142698,121,94,160,108,189,123
ENSG00000270241,0,0,0,0,0,0
ENSG00000207941,0,0,0,0,0,0
ENSG00000163866,832,726,590,766,918,759
ENSG00000189280,2,1,3,15,17,6
ENSG00000189433,4,6,7,10,10,8
ENSG00000255811,0,0,0,0,0,0
ENSG00000188910,10,11,14,33,42,37
ENSG00000187513,20,33,20,39,24,24
ENSG00000230163,5,9,10,14,12,19
ENSG00000116544,372,341,387,404,643,633
ENSG00000241014,14,13,36,31,7,16
ENSG00000271741,1,0,5,1,0,2
ENSG00000243749,87,76,55,104,101,77
ENSG00000163867,255,178,240,202,211,157
ENSG00000233940,0,0,0,0,0,0
ENSG00000197056,618,306,595,506,508,515
ENSG00000228348,0,0,1,0,0,0
ENSG00000116560,17452,13975,6988,14489,12528,11274
ENSG00000201868,0,0,0,0,0,0
ENSG00000146463,2878,1337,2038,2176,1851,2410
ENSG00000240374,0,0,0,0,0,0
ENSG00000201542,0,0,0,0,0,0
ENSG00000229994,10,17,4,16,15,6
ENSG00000227409,1,1,2,2,1,0
ENSG00000278702,0,0,0,0,0,0
ENSG00000142687,2424,1754,1729,2557,2103,1850
ENSG00000236274,0,0,0,0,0,1
ENSG00000020129,1819,1039,892,1211,1219,1543
ENSG00000239636,9,11,5,11,8,7
ENSG00000116819,21,13,38,40,56,83
ENSG00000126067,4067,3977,2650,3281,4493,3379
ENSG00000142686,365,235,265,316,320,354
ENSG00000092853,1154,849,818,1023,1237,1160
ENSG00000232335,0,1,0,0,1,0
ENSG00000134698,620,285,413,464,375,374
ENSG00000092847,2134,1506,1796,1982,1957,2297
ENSG00000271164,0,0,0,0,0,0
ENSG00000271914,0,0,0,0,0,0
ENSG00000126070,306,225,412,434,392,358
ENSG00000271554,0,1,3,2,3,0
ENSG00000232862,0,0,0,1,0,0
ENSG00000092850,40,16,19,35,10,15
ENSG00000116863,914,643,512,712,799,832
ENSG00000171812,139,123,132,192,189,130
ENSG00000054116,1200,992,771,900,1071,884
ENSG00000116871,3046,1799,1943,2872,2878,3064
ENSG00000264592,0,0,0,0,0,0
ENSG00000054118,7735,4416,3577,5261,4994,5143
ENSG00000231849,0,0,0,1,0,0
ENSG00000214193,177,92,191,155,85,92
ENSG00000142694,215,467,272,430,647,388
ENSG00000116883,86,75,151,116,95,114
ENSG00000196182,853,599,597,951,1066,1072
ENSG00000181817,827,956,581,839,1042,926
ENSG00000222821,0,0,0,0,0,0
ENSG00000116885,67,57,40,57,56,47
ENSG00000201448,0,0,0,0,0,0
ENSG00000116898,1969,1789,1201,1724,2054,1463
ENSG00000119535,0,0,4,2,1,3
ENSG00000230214,0,0,0,0,0,0
ENSG00000234481,0,0,0,0,0,0
ENSG00000163873,127,75,69,86,73,70
ENSG00000264698,0,0,0,0,0,0
ENSG00000207328,0,0,0,0,0,0
ENSG00000223944,0,0,0,0,1,0
ENSG00000230451,0,0,0,0,0,0
ENSG00000233621,16,9,7,6,16,20
ENSG00000163874,185,98,125,146,142,188
ENSG00000163875,939,733,585,692,812,729
ENSG00000263675,3,0,2,1,0,0
ENSG00000163877,626,360,327,428,446,395
ENSG00000232273,1,0,0,1,2,0
ENSG00000237749,15,20,10,11,16,8
ENSG00000163879,409,329,240,339,291,272
ENSG00000134697,3236,2216,2588,2807,2787,2854
ENSG00000169218,31,7,3,12,13,5
ENSG00000116922,944,523,661,775,761,701
ENSG00000134690,1691,1255,1097,1395,1475,1306
ENSG00000183317,24,10,16,26,18,36
ENSG00000200421,0,0,0,0,0,0
ENSG00000214141,0,0,0,0,0,0
ENSG00000227416,0,0,0,0,0,0
ENSG00000185090,218,124,136,153,169,158
ENSG00000233728,0,0,0,0,0,0
ENSG00000196449,602,503,388,507,695,582
ENSG00000197982,877,1085,491,988,1215,1060
ENSG00000188786,427,251,316,351,347,310
ENSG00000235673,0,0,0,0,2,0
ENSG00000204084,925,445,649,669,657,512
ENSG00000230955,0,0,0,0,0,0
ENSG00000252448,0,0,0,0,1,0
ENSG00000222282,1,0,1,0,0,0
ENSG00000277168,0,0,0,0,0,0
ENSG00000183431,5485,2896,3833,4011,4498,4786
ENSG00000212541,1,1,3,0,0,0
ENSG00000183386,632,564,448,528,800,598
ENSG00000183520,1440,1034,940,1148,1384,1209
ENSG00000185668,895,453,376,567,630,478
ENSG00000224592,26,30,34,39,26,21
ENSG00000223589,0,0,0,0,0,0
ENSG00000265596,0,0,0,0,2,0
ENSG00000237290,2,0,4,4,2,2
ENSG00000275350,0,0,0,0,0,0
ENSG00000200796,0,0,0,0,0,0
ENSG00000238063,0,0,0,0,0,0
ENSG00000215895,4,5,4,4,5,2
ENSG00000116954,667,467,286,358,572,408
ENSG00000273637,0,0,0,0,0,2
ENSG00000228436,12,0,7,1,3,2
ENSG00000214114,569,611,524,572,676,467
ENSG00000274944,1,0,1,1,0,0
ENSG00000131233,0,0,0,0,0,0
ENSG00000158315,31,14,19,27,20,15
ENSG00000199963,0,0,0,0,0,0
ENSG00000207466,0,0,0,0,0,0
ENSG00000235549,0,0,0,0,0,0
ENSG00000174574,12064,7660,6777,7487,8236,6947
ENSG00000168653,6124,6501,4246,4691,6098,4240
ENSG00000127603,3554,2185,6120,7465,4731,7529
ENSG00000206654,0,0,0,0,0,0
ENSG00000270040,0,1,0,0,0,0
ENSG00000226438,0,1,0,1,1,0
ENSG00000217897,0,2,0,0,0,0
ENSG00000183682,12,7,19,20,9,9
ENSG00000237624,26,11,14,18,11,3
ENSG00000182109,29,26,56,61,42,17
ENSG00000243970,8,7,16,12,12,6
ENSG00000090621,7802,5090,5559,6654,7386,6791
ENSG00000228060,4,0,4,3,2,0
ENSG00000201457,1,0,4,6,0,0
ENSG00000163909,137,117,135,170,172,159
ENSG00000225903,0,0,0,0,0,1
ENSG00000116981,0,0,0,0,0,0
ENSG00000116983,42,74,35,126,125,92
ENSG00000084072,1137,949,706,850,985,710
ENSG00000225333,0,0,0,0,0,0
ENSG00000252413,0,0,0,0,0,0
ENSG00000116985,41,49,67,129,56,55
ENSG00000198754,18,20,10,19,16,6
ENSG00000261798,1,1,6,4,4,2
ENSG00000229213,0,0,0,0,0,0
ENSG00000043514,739,579,538,625,685,588
ENSG00000202222,0,2,0,1,0,0
ENSG00000116990,1185,730,500,949,866,750
ENSG00000236546,0,0,1,1,5,3
ENSG00000207356,0,0,0,0,0,0
ENSG00000168389,256,343,347,483,547,498
ENSG00000228477,4,4,10,11,4,10
ENSG00000131236,7240,4623,5326,5993,7322,7029
ENSG00000131238,5246,3555,3367,4839,4458,3812
ENSG00000226745,0,0,1,0,0,0
ENSG00000117000,1260,479,703,769,612,630
ENSG00000207508,0,0,0,0,0,0
ENSG00000188800,0,0,0,0,0,0
ENSG00000259943,72,70,137,105,80,55
ENSG00000084073,1593,1154,1216,1567,1814,1641
ENSG00000231296,0,0,2,0,0,0
ENSG00000049089,344,182,96,218,74,41
ENSG00000227311,0,1,0,1,1,0
ENSG00000084070,200,160,139,180,196,228
ENSG00000213172,0,0,0,0,0,0
ENSG00000187801,262,108,142,147,131,114
ENSG00000260920,217,248,150,187,204,145
ENSG00000279667,4,19,6,9,5,0
ENSG00000187815,182,111,111,174,121,100
ENSG00000238287,4,17,11,8,7,8
ENSG00000164002,227,129,108,147,101,100
ENSG00000227278,0,0,1,0,0,0
ENSG00000238186,8,8,1,12,3,9
ENSG00000117010,105,94,96,109,99,71
ENSG00000236505,0,0,0,0,0,0
ENSG00000233910,0,0,0,0,0,0
ENSG00000117016,1876,966,1051,1430,1196,922
ENSG00000237899,4,7,2,6,5,1
ENSG00000272145,16,6,32,36,18,19
ENSG00000066136,1367,1106,741,919,1044,896
ENSG00000198974,0,0,0,0,0,0
ENSG00000207962,0,0,0,0,0,0
ENSG00000117013,93,119,140,181,131,111
ENSG00000264582,0,0,0,0,4,0
ENSG00000179862,325,452,298,389,473,385
ENSG00000229528,0,0,0,0,1,0
ENSG00000228940,0,0,0,0,0,0
ENSG00000233118,0,0,0,0,0,0
ENSG00000171793,4033,2029,2306,2586,2792,3039
ENSG00000281207,5,5,14,20,6,13
ENSG00000171790,4,0,7,9,1,1
ENSG00000010803,519,478,347,611,679,628
ENSG00000215893,0,0,0,0,0,0
ENSG00000235358,0,0,0,0,2,1
ENSG00000213987,0,0,0,0,0,0
ENSG00000204060,93,150,99,127,143,110
ENSG00000229901,0,0,0,1,0,0
ENSG00000127129,3,2,6,5,5,1
ENSG00000127124,15,8,11,23,16,20
ENSG00000230881,0,0,0,0,0,0
ENSG00000230638,0,0,0,1,0,0
ENSG00000227538,0,0,0,0,0,0
ENSG00000228776,0,0,0,0,0,0
ENSG00000044012,0,0,0,0,0,0
ENSG00000197273,0,0,0,0,0,0
ENSG00000198815,1459,851,975,1166,1096,1167
ENSG00000227527,2,4,8,2,4,4
ENSG00000177181,581,184,248,251,243,231
ENSG00000235002,0,0,0,0,0,1
ENSG00000066185,12,4,6,7,6,0
ENSG00000127125,754,511,486,491,429,354
ENSG00000186409,22,24,18,21,20,19
ENSG00000230116,0,0,0,0,0,0
ENSG00000236876,1,1,0,1,0,0
ENSG00000200254,0,1,0,0,0,0
ENSG00000236180,0,0,0,0,0,0
ENSG00000171960,991,763,633,687,819,624
ENSG00000234917,4,0,2,1,4,2
ENSG00000065978,43196,32400,25084,36540,42137,37736
