Geneid,SK7A-1,SK7A-2,SK7A-3,SK8A-1,SK8A-2,SK8A-3,SK8A-4,SK8A-5,SK8A-6,Wi-1,Wi-2,Wi-3
ENSG00000241912,0,0,0,0,0,1,0,0,0,0,1,0
ENSG00000241913,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241917,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000241921,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241923,147,214,227,174,197,199,17,6,2,4,8,23
ENSG00000241926,0,0,1,1,2,0,0,0,0,0,0,0
ENSG00000241929,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241932,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241933,0,0,0,1,2,2,0,0,0,0,0,0
ENSG00000241935,24,24,15,15,17,12,5,0,2,0,5,2
ENSG00000241939,0,1,1,0,0,0,0,0,0,0,0,0
ENSG00000241941,5,2,6,0,0,2,0,0,0,0,0,0
ENSG00000241942,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241943,2,0,0,1,0,0,0,0,0,0,0,0
ENSG00000241945,72,81,133,73,65,75,24,23,7,133,113,152
ENSG00000241946,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241947,0,2,0,0,0,1,0,0,0,0,0,0
ENSG00000241950,2,3,2,5,1,0,0,0,0,0,0,2
ENSG00000241954,13,14,21,8,6,6,2,2,0,2,0,2
ENSG00000241956,5,5,0,0,0,0,0,1,0,0,0,0
ENSG00000241959,2,6,2,0,0,0,0,0,0,0,0,0
ENSG00000241961,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241962,545,626,703,554,541,408,65,46,11,58,79,80
ENSG00000241963,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241964,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241965,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241973,7101,8793,9538,6451,6215,6293,1545,1469,309,1035,1106,1157
ENSG00000241975,32,55,38,37,22,18,2,2,1,11,7,9
ENSG00000241981,4,15,6,6,2,4,0,2,0,1,1,0
ENSG00000241983,5,15,2,5,10,3,0,0,0,1,0,5
ENSG00000241984,9,17,10,15,7,5,0,1,0,0,0,0
ENSG00000241985,4,8,11,1,4,0,0,0,0,4,1,0
ENSG00000241990,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241991,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000241992,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241993,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241997,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242001,2,3,0,0,0,0,0,0,0,0,0,0
ENSG00000242009,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242012,0,2,0,0,0,1,0,0,0,0,0,0
ENSG00000242014,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242017,1,4,3,5,9,3,0,0,0,0,0,5
ENSG00000242019,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242020,2,8,1,5,4,2,0,0,0,0,1,0
ENSG00000242021,0,1,2,0,0,1,0,0,0,0,0,1
ENSG00000242028,199,405,229,219,180,128,35,22,7,22,19,39
ENSG00000242029,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242034,6,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242036,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242041,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242042,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000242048,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242049,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242052,0,0,0,2,0,0,0,0,0,8,4,0
ENSG00000242058,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242060,0,0,1,0,0,0,0,0,0,0,0,1
ENSG00000242061,2,2,0,0,2,0,0,0,0,0,0,0
ENSG00000242062,4,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242065,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242066,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242067,0,0,1,1,0,0,0,0,0,0,0,0
ENSG00000242068,0,0,0,3,0,0,1,0,0,0,0,0
ENSG00000242070,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242071,3053,2747,4225,3157,2873,2876,941,779,144,624,895,877
ENSG00000242072,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242073,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242076,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242078,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242079,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242080,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242082,94,65,82,23,32,39,4,2,2,2,2,2
ENSG00000242083,13,3,13,6,10,17,4,1,0,2,4,0
ENSG00000242085,25,50,54,17,29,16,9,6,0,1,0,4
ENSG00000242086,4,0,0,0,2,2,0,0,0,0,0,0
ENSG00000242087,1,0,1,2,1,0,0,0,0,0,0,2
ENSG00000242088,7,4,5,1,9,2,0,0,0,1,1,0
ENSG00000242094,29,48,39,17,32,12,0,0,0,2,2,2
ENSG00000242097,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242100,2,2,4,2,0,1,0,0,0,0,0,0
ENSG00000242101,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000242102,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242103,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242104,4,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242107,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242109,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242110,12,6,9,13,4,10,0,0,0,4,3,1
ENSG00000242111,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000242113,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242114,30,91,84,48,62,78,16,34,8,6,4,14
ENSG00000242118,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242119,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242120,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242121,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242123,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242125,2160,2335,2403,2537,1629,1305,318,269,49,406,316,557
ENSG00000242134,2,1,0,2,0,0,0,0,0,0,0,0
ENSG00000242135,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242136,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000242137,1,2,0,0,0,0,0,0,0,2,0,0
ENSG00000242140,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000242142,2,0,6,0,0,1,0,0,0,0,0,0
ENSG00000242145,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242147,4,3,0,6,0,2,0,0,0,11,20,14
ENSG00000242151,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242152,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242153,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242154,4,4,6,3,5,3,0,0,0,0,2,0
ENSG00000242156,1,1,4,2,3,8,1,2,0,2,0,1
ENSG00000242158,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242159,1,1,2,1,2,0,1,1,0,0,0,0
ENSG00000242162,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242163,2,1,1,0,0,0,0,0,0,0,0,0
ENSG00000242165,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242169,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242170,0,2,0,2,1,0,0,0,0,0,0,0
ENSG00000242173,122,214,196,71,108,84,53,36,8,48,24,37
ENSG00000242175,0,4,0,2,0,2,0,0,0,0,0,0
ENSG00000242176,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242178,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242182,0,0,0,0,0,0,0,0,0,0,1,1
ENSG00000242186,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242190,3,1,4,0,7,3,0,0,0,0,0,0
ENSG00000242193,34,6,22,8,10,14,0,0,2,2,2,2
ENSG00000242195,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000242197,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242198,26,39,25,27,21,11,0,0,0,4,0,0
ENSG00000242199,4,15,9,3,3,3,0,0,1,0,0,0
ENSG00000242201,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242206,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242207,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000242208,0,0,0,0,2,1,0,0,0,0,0,0
ENSG00000242209,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242214,0,0,0,1,2,0,0,0,0,0,0,0
ENSG00000242216,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000242220,3,6,0,2,1,1,0,0,0,0,0,0
ENSG00000242221,0,18,13,4,3,4,0,4,0,30,11,4
ENSG00000242222,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242229,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242236,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242241,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242242,6684,13693,13504,10957,14676,10792,2152,1575,359,270,1114,1915
ENSG00000242244,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000242246,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242247,3497,4319,4698,3385,3930,3623,806,707,161,695,919,842
ENSG00000242248,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242251,0,0,0,0,1,0,2,0,0,0,0,0
ENSG00000242252,4,9,8,3,8,1,0,0,0,2,4,3
ENSG00000242255,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242256,0,2,0,0,0,1,0,0,0,0,0,2
ENSG00000242258,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000242259,1751,1941,2124,1434,1607,1465,308,331,80,194,216,226
ENSG00000242261,366,394,354,301,198,234,22,30,0,36,33,35
ENSG00000242262,6,3,3,2,2,0,4,0,0,0,0,0
ENSG00000242265,14538,19009,20912,26123,13107,12430,2388,2196,522,2774,2289,2395
ENSG00000242266,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000242267,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242268,52,20,7,2,1,1,0,0,0,2,5,14
ENSG00000242272,0,2,1,5,0,0,0,0,0,0,0,0
ENSG00000242276,1,0,0,0,0,1,0,0,0,0,0,1
ENSG00000242278,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242279,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242280,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242281,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242282,6,2,0,0,0,0,0,0,0,0,0,2
ENSG00000242285,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242288,0,0,1,0,2,0,0,0,0,0,0,0
ENSG00000242290,2,1,0,1,0,0,0,0,0,0,0,0
ENSG00000242291,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242292,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242293,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242294,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242295,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000242296,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000242299,735,646,1330,692,714,906,234,215,46,166,447,257
ENSG00000242307,6,10,8,5,1,0,2,0,2,1,0,0
ENSG00000242308,0,1,0,1,1,2,0,0,0,0,0,0
ENSG00000242314,0,2,4,1,0,0,0,0,0,0,0,0
ENSG00000242315,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242317,2,2,0,1,0,0,0,0,0,0,0,0
ENSG00000242318,2,4,0,3,0,0,0,0,0,0,0,0
ENSG00000242320,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242321,0,0,0,2,0,2,0,0,0,0,0,0
ENSG00000242324,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242325,7,4,4,4,6,0,0,1,0,0,0,2
ENSG00000242326,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242327,2,0,0,0,0,1,0,0,0,0,2,0
ENSG00000242329,5,0,0,0,0,2,0,0,0,0,0,0
ENSG00000242330,0,1,0,0,1,0,0,0,0,0,0,0
ENSG00000242337,11,18,17,6,7,5,1,0,1,1,4,0
ENSG00000242338,17,40,17,24,18,10,3,1,0,4,1,3
ENSG00000242339,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000242341,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242348,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242352,7,14,15,12,4,7,2,0,2,2,0,4
ENSG00000242353,6,10,4,7,1,1,0,0,0,2,0,0
ENSG00000242358,11,4,11,13,15,3,0,8,1,0,3,1
ENSG00000242360,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242362,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242364,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242365,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242366,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242370,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000242371,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242372,2341,3249,4965,3516,4012,3443,1441,1146,210,1055,1261,1155
ENSG00000242375,21,16,13,18,39,34,3,3,2,3,0,4
ENSG00000242381,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000242385,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242387,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242389,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242390,1,5,2,2,0,0,0,0,0,0,0,4
ENSG00000242391,1,2,4,0,0,0,0,0,0,0,1,2
ENSG00000242393,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242396,1784,1939,2258,1371,1015,1288,499,457,82,453,218,646
ENSG00000242398,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242399,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242405,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242407,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242411,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242412,2,8,4,4,4,2,0,0,0,0,0,0
ENSG00000242417,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242419,780,620,730,391,261,361,68,75,20,20,32,32
ENSG00000242423,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242428,3,0,1,1,0,1,0,0,0,0,0,0
ENSG00000242430,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242431,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000242435,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242436,0,0,2,2,1,0,0,0,0,0,0,0
ENSG00000242439,3,0,2,0,0,0,0,0,0,0,0,0
ENSG00000242440,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242441,2,4,2,1,0,4,0,0,0,0,0,0
ENSG00000242444,0,0,0,0,7,4,0,0,0,0,0,0
ENSG00000242445,51,32,38,48,28,30,4,1,1,7,2,9
ENSG00000242456,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242457,30,17,30,9,14,11,1,2,2,6,2,2
ENSG00000242461,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242472,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242473,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242474,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242477,13,3,10,2,6,3,5,0,0,2,2,1
ENSG00000242479,57,134,58,24,51,42,12,7,6,11,15,17
ENSG00000242482,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242483,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242485,2170,2601,3046,2353,2202,2148,796,692,103,457,687,756
ENSG00000242488,5,2,7,4,6,0,0,0,0,0,0,0
ENSG00000242493,5,1,2,0,5,1,0,0,0,0,2,2
ENSG00000242498,1889,1496,1950,721,1125,1289,210,239,36,132,78,189
ENSG00000242507,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242509,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242510,0,0,0,0,4,0,0,0,0,0,0,0
ENSG00000242512,0,12,20,29,6,2,0,0,0,0,0,0
ENSG00000242515,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242516,694,896,1009,158,167,147,41,30,13,19,12,33
ENSG00000242520,0,2,0,0,0,1,0,0,0,0,0,0
ENSG00000242522,10,8,2,4,4,0,0,0,0,0,0,0
ENSG00000242524,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242525,0,2,0,0,2,0,0,0,0,2,0,0
ENSG00000242527,0,2,2,0,2,2,0,0,0,0,0,0
ENSG00000242529,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242531,8,7,9,6,5,0,0,0,2,0,1,0
ENSG00000242534,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242536,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242537,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242539,1641,2210,2492,2450,1721,1717,226,210,60,111,139,199
ENSG00000242540,76,92,105,38,102,57,19,5,1,1,12,8
ENSG00000242545,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242547,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242550,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242551,9,8,5,11,5,1,2,4,0,0,1,0
ENSG00000242552,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242553,29,64,40,46,28,24,6,1,0,0,1,8
ENSG00000242559,0,1,1,0,1,2,0,0,0,0,0,0
ENSG00000242560,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242561,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242562,0,3,6,1,5,1,0,1,0,0,0,0
ENSG00000242565,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242568,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242571,29,38,45,29,36,26,0,4,0,8,6,6
ENSG00000242573,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000242574,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000242575,14,12,11,5,8,17,0,0,0,0,0,0
ENSG00000242578,14,23,32,11,29,16,4,4,0,4,9,3
ENSG00000242580,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242583,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000242586,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242588,9074,14839,9423,7336,6941,5490,989,633,158,713,795,1131
ENSG00000242590,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242593,20,30,1,4,0,4,2,0,0,0,1,0
ENSG00000242595,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000242598,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242599,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242600,34,44,11,26,17,29,2,2,0,4,5,14
ENSG00000242602,4,4,4,3,4,0,0,0,0,0,0,0
ENSG00000242607,2,11,1,0,9,3,0,1,0,2,0,9
ENSG00000242608,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000242609,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242610,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000242611,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242612,0,0,1,0,0,1,0,0,0,0,0,1
ENSG00000242613,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000242614,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242615,56,78,67,56,43,62,10,5,1,8,16,8
ENSG00000242616,2,4,4,6,0,3,1,2,0,2,4,1
ENSG00000242618,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242622,245,331,288,127,135,148,32,33,11,36,35,53
ENSG00000242628,118,183,189,113,154,149,28,38,6,51,35,35
ENSG00000242634,0,1,2,0,3,2,0,0,0,0,0,0
ENSG00000242635,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242636,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000242638,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242640,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242641,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000242650,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000242651,2,4,0,2,0,0,0,0,0,0,0,0
ENSG00000242653,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242654,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242657,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000242659,96,257,267,202,203,138,32,23,2,7,3,5
ENSG00000242660,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000242661,1,4,1,0,0,0,0,0,0,0,0,0
ENSG00000242667,0,3,0,3,0,0,0,0,0,0,0,0
ENSG00000242668,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242670,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242671,2,0,1,0,0,0,0,0,0,0,0,0
ENSG00000242673,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242675,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242683,6,0,2,0,0,4,0,0,0,0,0,0
ENSG00000242686,249,254,251,71,121,115,33,47,8,16,15,46
ENSG00000242688,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242689,98,119,78,82,23,37,9,5,2,8,7,13
ENSG00000242692,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242696,1,4,2,2,8,0,0,0,0,0,0,0
ENSG00000242697,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000242699,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242703,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000242705,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242706,0,0,0,0,2,2,0,0,0,0,0,0
ENSG00000242707,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242709,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242715,224,207,210,168,229,175,39,32,7,4,5,8
ENSG00000242719,5,3,2,1,5,1,0,0,0,0,0,0
ENSG00000242727,0,0,0,2,0,0,0,1,0,0,0,0
ENSG00000242728,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242729,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242731,0,1,0,0,0,0,1,0,0,0,0,0
ENSG00000242732,1926,2366,2418,2560,2706,2687,674,621,131,483,1058,509
ENSG00000242735,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242736,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242737,6,3,8,0,4,6,0,1,0,0,1,0
ENSG00000242741,2,0,0,2,0,0,0,0,0,0,0,0
ENSG00000242747,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000242748,12,32,7,23,9,8,0,2,0,2,0,0
ENSG00000242752,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242753,7,0,2,1,0,0,0,2,0,3,0,0
ENSG00000242756,0,0,0,1,0,5,1,0,0,0,0,2
ENSG00000242757,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242759,52,94,89,61,42,37,17,6,2,22,25,16
ENSG00000242764,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242766,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242767,3,4,5,3,1,1,0,0,0,0,0,0
ENSG00000242768,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242769,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242770,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242771,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242775,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242779,410,521,726,206,283,183,42,39,1,118,49,39
ENSG00000242781,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242790,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242791,11,14,7,8,8,7,2,0,0,2,0,3
ENSG00000242793,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242794,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242795,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242797,234,261,297,99,202,172,81,50,6,16,18,61
ENSG00000242798,30,14,31,17,20,15,7,4,1,5,2,7
ENSG00000242802,2232,4292,4229,3846,3238,2439,1050,700,181,835,1108,826
ENSG00000242807,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242808,163,177,168,84,105,121,17,22,2,24,2,6
ENSG00000242810,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242811,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242814,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242816,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000242818,2,3,0,0,0,0,0,0,0,0,0,0
ENSG00000242828,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242829,3,2,4,0,2,0,0,0,0,3,0,0
ENSG00000242834,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242836,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242837,16,1,2,0,0,3,0,0,0,0,0,0
ENSG00000242841,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000242849,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242850,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242852,39,9,18,9,28,15,2,2,0,4,12,4
ENSG00000242853,4,5,0,0,0,0,0,0,0,0,0,0
ENSG00000242854,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242855,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242856,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242858,0,2,0,2,2,0,0,0,0,0,0,0
ENSG00000242860,0,0,0,0,0,0,0,0,0,0,3,0
ENSG00000242861,72,65,43,8,18,34,2,3,2,3,21,10
ENSG00000242863,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242865,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242866,41,60,20,45,21,19,1,1,2,1,6,0
ENSG00000242875,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242876,5,9,7,3,6,3,0,0,0,0,1,0
ENSG00000242880,2,2,6,2,0,0,2,0,0,3,4,0
ENSG00000242882,5,7,6,0,0,5,0,0,0,0,0,0
ENSG00000242887,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242888,0,0,0,4,0,4,0,0,0,1,0,0
ENSG00000242889,6,10,4,2,2,0,0,1,0,0,0,0
ENSG00000242893,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000242894,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242899,2,0,0,0,0,0,0,0,0,0,0,2
ENSG00000242902,2348,4678,6459,8652,6368,5541,1665,1266,294,325,204,409
ENSG00000242908,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000242911,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242912,3,2,0,0,0,1,0,0,0,0,0,0
ENSG00000242915,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242922,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242925,0,2,0,0,0,0,0,0,0,0,0,0
